,feature,coefficient
8652,furyoptimized,0.0032162853219486077
6228,doa,0.0032162853219486077
19585,sparta,0.003215927994208606
22598,vegetable,0.0032142633787650005
3361,cafs,0.0032142633787650005
10304,housebreak,0.0032142633787650005
23401,witnessed,0.0032054176480015694
17263,reload,0.0031985534885103847
14291,nonhistory,0.0031983699497763244
23402,witnesses,0.003188897748685021
5305,custom,0.0031703762513633177
6725,edge,0.0031671450212350464
6223,dmm,0.003141009419642802
2657,blackouts,0.003138552785960842
11151,inverted,0.003138552785960842
14613,ohsodeadly,0.003138552785960842
2640,biting,0.003138552785960842
4076,citywide,0.003138552785960842
19976,stealthdriven,0.003138552785960842
14392,nsas,0.003138552785960842
20830,taxiits,0.0031115953951081033
11964,laurent,0.0031115953951081033
17778,roadrage,0.0031115953951081033
6301,donuts,0.0031115953951081033
20828,taxiesque,0.0031115953951081033
18933,sightseeing,0.0031115953951081033
18971,similarity,0.0031115953951081033
19051,situationspecific,0.0031115953951081033
9236,grandpa,0.0031115953951081033
22281,unpretentious,0.0031115953951081033
19580,sparkle,0.0031115953951081033
1583,applied,0.0031115953951081033
5767,deposit,0.0031115953951081033
9393,groundskeeper,0.0031115953951081033
21546,totals,0.0031115953951081033
15183,partial,0.0031115953951081033
17407,requested,0.0031115953951081033
1929,attentionwin,0.003089120669563833
3370,cakewalk,0.003089120669563833
8975,ghetto,0.003089120669563833
23561,writhe,0.003089120669563833
14989,overthrow,0.003089120669563833
13414,moanlarry,0.003089120669563833
21578,touting,0.003089120669563833
12470,lowdown,0.003089120669563833
11672,killah,0.003089120669563833
19709,spittin,0.003089120669563833
7957,fightclub,0.003089120669563833
12741,manny,0.003089120669563833
21011,testosteronespiked,0.003089120669563833
12510,ludacrisnot,0.003089120669563833
6225,dmxs,0.003089120669563833
10400,hurtin,0.003089120669563833
5575,decking,0.003089120669563833
11673,killahs,0.003089120669563833
20727,takers,0.003089120669563833
12509,ludacris,0.003089120669563833
12508,luda,0.003089120669563833
22317,unsophisticated,0.003089120669563833
9800,headslamming,0.003089120669563833
21290,thuggin,0.003089120669563833
9513,gutbusting,0.003089120669563833
13943,nastiest,0.003089120669563833
11517,junkyard,0.003089120669563833
20903,teef,0.003089120669563833
12957,mcmahon,0.0030710063606538512
19422,solution,0.0030697328197895283
14682,oneplayer,0.003069654958920929
5247,ctr,0.003055561387962583
13581,morph,0.003043761450772713
11025,interactions,0.0030343571317258036
17640,rey,0.0030217649066193552
6098,disguises,0.0030000985823090886
17049,record,0.0029898258114468227
1286,amaze,0.002975204497204801
10060,hijacking,0.0029701985460974093
13614,motioncaptured,0.002967571931757601
22753,vince,0.002947502998305457
19319,sneaking,0.0029446871079655875
17733,riotously,0.0029446871079655875
11951,laughoutloud,0.0029446871079655875
18674,shameless,0.0029446871079655875
20518,surroundingsformat,0.0029339911030218224
21504,topoftheline,0.0029339911030218224
3411,camo,0.0029339911030218224
3412,camoflauge,0.0029339911030218224
2067,awestruck,0.0029339911030218224
6542,dualshock3,0.0029339911030218224
14006,nears,0.0029339911030218224
14224,no20160,0.0029339911030218224
4460,commotion,0.0029339911030218224
4400,comeback,0.0029339911030218224
15221,passive,0.0029339911030218224
7993,finality,0.0029339911030218224
5827,destabilize,0.0029339911030218224
6452,drebin,0.0029339911030218224
17486,responded,0.0029339911030218224
14859,otacon,0.0029339911030218224
19292,smokescreen,0.0029339911030218224
6277,domains,0.0029339911030218224
3783,chameleonlike,0.0029339911030218224
22990,warssnake,0.0029339911030218224
10464,ideologies,0.0029339911030218224
22996,warzone,0.0029339911030218224
1328,amok,0.0029339911030218224
16314,productions,0.0029339911030218224
14951,overarching,0.0029339911030218224
6288,dominationkey,0.0029339911030218224
23504,worn,0.0029339911030218224
14522,octacamo,0.0029339911030218224
22364,upc083717201601,0.0029339911030218224
22511,vagueness,0.0029339911030218224
13706,msx2,0.0029339911030218224
21317,tidbits,0.0029339911030218224
2690,blazin,0.0029234181609879176
7467,experiments,0.002921353950566636
9326,greek,0.002921029313853473
3199,buffs,0.0029050814679036046
21688,transparent,0.002897376674962469
105,110,0.002897376674962469
11825,labyrinthmarble,0.002897376674962469
1330,amortal,0.002890275849668023
15573,pilfer,0.002890275849668023
1613,ar,0.002890275849668023
10820,informationking,0.002890275849668023
1741,arthur,0.002890275849668023
6983,enemiesto,0.002890275849668023
1769,asheroes,0.002890275849668023
3745,ceremony,0.002890275849668023
6979,enemiesbut,0.002890275849668023
15194,partiescross,0.002890275849668023
2208,bandtogether,0.002890275849668023
1742,arthurian,0.002890275849668023
10938,insignia,0.002890275849668023
21102,themagical,0.002890275849668023
861,actively,0.002890275849668023
1154,akingdom,0.002890275849668023
22704,victorythe,0.002890275849668023
1531,anuneasy,0.002890275849668023
3402,camelotdare,0.002890275849668023
2598,binations,0.002890275849668023
11066,interrealm,0.002890275849668023
10021,highlightsrealm,0.002890275849668023
12045,legendproduct,0.002890275849668023
13387,mists,0.002890275849668023
11139,invasions,0.002890275849668023
8357,fortable,0.002890275849668023
9966,hiberniainspired,0.002890275849668023
10176,homelands,0.002890275849668023
16724,racewitness,0.002890275849668023
21585,towield,0.002890275849668023
17000,rebuildproduct,0.002890275849668023
10007,highlanders,0.002890275849668023
1743,arthurs,0.002890275849668023
9967,hibernians,0.002890275849668023
19742,sporting,0.0028771796500281816
6884,emit,0.0028441871690442866
19964,stayed,0.002810371201342856
3382,calibur,0.002797397719101598
11487,juicy,0.002776609638563983
6603,dw4,0.002759242127422364
23787,zealotry,0.002759242127422364
19518,souped,0.002759242127422364
20037,stilted,0.002759242127422364
20724,takeon,0.002759242127422364
14793,orb,0.002759242127422364
5530,debatable,0.002759242127422364
17547,retracing,0.002759242127422364
1340,amulet,0.002759242127422364
14680,oneononeduels,0.002759242127422364
11260,itemssuch,0.002759242127422364
10267,hostage,0.002759164036972361
9801,headstrong,0.002750264848810008
4095,claims,0.002750264848810008
2536,besttell,0.002750264848810008
2158,bahamut,0.002750264848810008
3505,carbuncle,0.002750264848810008
22809,vivi,0.002750264848810008
13694,mp,0.002750264848810008
12947,mazes,0.002750264848810008
2371,beaming,0.002750264848810008
11018,intention,0.002750264848810008
11798,kuja,0.002750264848810008
19017,singledigit,0.002750264848810008
6141,disproportionalcharacter,0.002750264848810008
11799,kujas,0.002750264848810008
16054,powerand,0.002750264848810008
1873,ates,0.002750264848810008
1177,alexandrias,0.002750264848810008
1818,assert,0.002750264848810008
18780,shiva,0.002750264848810008
4259,cobblestones,0.002750264848810008
8682,gaga,0.002750264848810008
15234,pastures,0.002750264848810008
19332,snob,0.002750264848810008
9329,greener,0.002750264848810008
8824,garnet,0.002750264848810008
8547,fronting,0.002750264848810008
2990,brahne,0.002750264848810008
10474,ifrit,0.002750264848810008
12124,leviathan,0.002750264848810008
2136,backtracked,0.002750264848810008
23363,wirelessly,0.0027433702981220737
13502,monkeys,0.0027419592629050866
21623,trader,0.002735239506808653
8667,g4,0.002733452458267276
12826,martial,0.0027258666311844493
11832,lacked,0.002692078343720556
15840,plotdriven,0.0026916230120274114
15111,pan,0.0026908846866847825
17019,recipebyrecipe,0.0026908846866847825
23224,whipping,0.0026908846866847825
7064,enshrouds,0.002690345263151589
7166,epona,0.002690345263151589
6679,east,0.0026808232309047412
10612,impressed,0.0026755004615001896
4499,competes,0.0026751900263086072
15458,petting,0.0026751900263086072
16695,qwark,0.0026721154561838837
2131,backstage,0.00265775425638192
11608,keibler,0.00265775425638192
3680,caw,0.00265775425638192
5098,createawrestler,0.00265775425638192
10350,hulkster,0.00265775425638192
14438,nwo,0.00265775425638192
21791,tripleteam,0.00265775425638192
19840,stacy,0.00265775425638192
5388,daminator,0.00265775425638192
16084,ppv,0.00265775425638192
12608,madison,0.00265775425638192
21293,thumbnail,0.00265775425638192
2126,backlash,0.00265775425638192
22189,unforgiven,0.00265775425638192
6697,eatingyes,0.0026527517970701734
22119,underlings,0.0026527517970701734
6696,eatingthem,0.0026527517970701734
10323,hows,0.0026527517970701734
11069,interrupted,0.0026527517970701734
16508,puffy,0.0026527517970701734
13878,mythological,0.00262523922768769
231,1990s,0.002611631096325966
19290,smog,0.002611631096325966
16206,pressures,0.002611631096325966
19447,sonically,0.002611631096325966
20127,straits,0.002611631096325966
1497,anthems,0.002611631096325966
10190,homicide,0.002611631096325966
3241,bumpers,0.002611631096325966
22405,upholstery,0.002611631096325966
7209,escaped,0.002611631096325966
11165,invigorated,0.002611631096325966
12483,lowrider,0.002611631096325966
10227,hopping,0.002611631096325966
14208,nitro,0.002611631096325966
16363,prolonged,0.00261123440860543
14032,needler,0.002603866388103959
115,1200,0.002603866388103959
4353,colonyworld,0.002603866388103959
157,1600,0.002603866388103959
8280,footbased,0.002603866388103959
8577,fuelrod,0.002603866388103959
3062,bred,0.002603866388103959
9492,gunnery,0.002603866388103959
9447,guerillawar,0.002603866388103959
19327,snipe,0.002603866388103959
4769,continuously,0.0026027386893296076
3139,brosstyle,0.002595078417887334
2967,bowsers,0.002595078417887334
5345,cyclone,0.002595078417887334
23321,windmills,0.002595078417887334
9071,gloom,0.002595078417887334
23228,whirls,0.002595078417887334
10610,impossibly,0.002595078417887334
21579,tow,0.002595078417887334
23126,weeps,0.002595078417887334
8539,frog,0.002515190483095271
17654,ric,0.002515190483095271
4865,copying,0.0025104564311665954
21285,thrown,0.002500504164048151
23614,xian,0.002496288441889457
6524,drunken,0.002496288441889457
10118,hitomi,0.002496288441889457
12055,lei,0.002496288441889457
7705,fang,0.002496288441889457
11575,kasumi,0.002496288441889457
11563,karate,0.002496288441889457
4004,christie,0.002496288441889457
16503,puddles,0.002496288441889457
23842,zui,0.002496288441889457
2096,ba,0.002496288441889457
15856,plugs,0.0024752601771223224
11665,kidnaps,0.0024558763901612714
4859,copious,0.0024539154523552788
16037,potency,0.0024539154523552788
16280,privy,0.0024539154523552788
16022,postbattle,0.0024539154523552788
7065,enslave,0.0024539154523552788
4409,comfy,0.0024539154523552788
2344,battlesplayers,0.0024539154523552788
19682,spiky,0.0024539154523552788
6342,doublewide,0.0024539154523552788
7068,enslavers,0.0024539154523552788
4394,comboattackstyle,0.0024539154523552788
6405,dragoonshumans,0.0024539154523552788
6403,dragoona,0.0024539154523552788
6397,dragonsagainst,0.0024539154523552788
21591,townsperson,0.0024539154523552788
7397,exhaustingespecially,0.0024539154523552788
3286,busses,0.0024354659378896036
13629,motorboats,0.0024354659378896036
18068,sacrifices,0.0024354659378896036
23303,willdefine,0.0024354659378896036
23034,waterways,0.0024354659378896036
12032,leeds,0.0024354659378896036
19917,stark,0.0024354659378896036
11392,jetskis,0.0024354659378896036
15256,patrolling,0.0024354659378896036
6335,doubled,0.0024354659378896036
8296,forcefully,0.0024354659378896036
21687,transparency,0.0024354659378896036
7348,exceeds,0.0024354659378896036
2019,available,0.0024120050113015765
8859,gcn,0.002411670448369976
21357,timeas,0.002411670448369976
23243,whizzing,0.0024080170950302867
22908,walkways,0.0024080170950302867
8057,firstrobot,0.0024080170950302867
21189,thirdrobot,0.0024080170950302867
7138,environmentsbut,0.0024080170950302867
11968,lavished,0.0024080170950302867
2681,blarg,0.0024080170950302867
18397,scuttle,0.0024080170950302867
2707,blew,0.0024080170950302867
15393,perishing,0.0024080170950302867
18265,scenariorun,0.0024080170950302867
21715,treacherously,0.0024080170950302867
13130,metamorphoses,0.0024080170950302867
20415,sunshinethis,0.0024080170950302867
5159,crisscrossing,0.0024080170950302867
4617,configure,0.0023952656191608703
14396,ntrpad2e,0.002370888921213063
19566,spaniel,0.002370888921213063
18738,shetland,0.002370888921213063
3671,cavalier,0.002370888921213063
18710,sheepdog,0.002370888921213063
14519,oceans,0.0023623857559818416
2789,bluray,0.002357801605663093
10764,infested,0.002357801605663093
18958,silkysmooth,0.002357801605663093
6928,encircle,0.002357801605663093
645,98107,0.002357801605663093
4613,confident,0.002357801605663093
10240,horric,0.002357801605663093
12343,locating,0.002357801605663093
11436,jointly,0.002357801605663093
8214,fluidly,0.002357801605663093
1969,auger,0.002357801605663093
7182,eraappropriate,0.002357801605663093
19066,sizes,0.002357801605663093
21000,terrors,0.002357801605663093
7193,erected,0.002357801605663093
17377,reply,0.002357801605663093
16168,prepares,0.002357801605663093
14004,nearreal,0.002357801605663093
1282,amassed,0.002357801605663093
13846,mutates,0.002357801605663093
9863,heightening,0.002357801605663093
1559,app,0.002357801605663093
17002,rebuking,0.002357801605663093
15157,parasitic,0.002357801605663093
10759,infects,0.002357801605663093
19683,spill,0.002357801605663093
12910,maturegenrecategory,0.002357801605663093
20226,struggle,0.002356559734337997
14363,noticeablyabsent,0.0023487689703249924
747,accesses,0.0023487689703249924
19235,slowest,0.0023487689703249924
11304,jagged,0.0023487689703249924
16165,preparations,0.0023487689703249924
11269,itselfrated,0.0023487689703249924
9577,halts,0.0023487689703249924
7372,excites,0.0023487689703249924
20263,stupidest,0.0023487689703249924
8855,gbabased,0.0023487689703249924
10335,huddled,0.0023487689703249924
18257,scattering,0.0023487689703249924
13903,nameconcepta,0.0023487689703249924
21186,thinly,0.0023487689703249924
5823,despise,0.0023487689703249924
13760,multiperson,0.0023487689703249924
1073,aggravating,0.0023487689703249924
7921,ff,0.0023487689703249924
5879,detrimental,0.0023487689703249924
10613,impression,0.0023487689703249924
3619,castings,0.0023487689703249924
6368,downtimes,0.0023487689703249924
22183,unfit,0.0023487689703249924
19509,soundnot,0.0023487689703249924
1678,argued,0.0023487689703249924
9275,graphicsstylish,0.0023487689703249924
18070,sacrosanct,0.0023487689703249924
5330,cutter,0.0023487689703249924
15899,poisoned,0.0023487689703249924
6885,emits,0.0023487689703249924
13044,melodies,0.0023487689703249924
7995,finallythe,0.0023487689703249924
15738,playabilitysteers,0.0023487689703249924
10618,impressively,0.002345852648943183
12641,mai,0.002345852648943183
4600,condescending,0.002345852648943183
9959,hexing,0.002345852648943183
12644,maidgardener,0.002345852648943183
20718,tais,0.002345852648943183
17143,refrigerator,0.002345852648943183
9933,herman,0.002345852648943183
3562,carpeting,0.002345852648943183
3560,carpet,0.002345852648943183
3612,cassandra,0.002345852648943183
22409,uploads,0.002345852648943183
12885,matchmakerlandlordcounselorgod,0.002345852648943183
21800,triumphs,0.002345852648943183
21342,tikiheavy,0.002345852648943183
22407,uploaded,0.002345852648943183
16862,rarities,0.002345852648943183
16881,ratingwhich,0.002345852648943183
15423,personalityastrological,0.002345852648943183
13537,moods,0.002345852648943183
3374,calamity,0.002345852648943183
23590,wwwthesimscom,0.002345852648943183
16342,programrequires,0.002345852648943183
13711,mtvs,0.002345852648943183
23607,xenalike,0.002345852648943183
20564,swapping,0.002345852648943183
5586,decorating,0.002345852648943183
10536,imaginationand,0.002345852648943183
14037,needssatisfying,0.002345852648943183
13356,mismanage,0.002345852648943183
4562,computing,0.002345852648943183
14770,opposites,0.002345852648943183
18965,simcitys,0.002345852648943183
8092,fixtures,0.002345852648943183
18926,siding,0.002345852648943183
18987,simslike,0.002345852648943183
22682,vibrating,0.002345852648943183
1448,animalor,0.002345852648943183
23196,whateverand,0.002345852648943183
23252,whomeveryou,0.002345852648943183
19316,snapshot,0.002345852648943183
11352,jealousies,0.002345852648943183
8370,fortunetelling,0.002345852648943183
15874,pocketbook,0.002345852648943183
1581,appliances,0.002345852648943183
11229,islander,0.002345852648943183
1928,attentiongetting,0.002345852648943183
8206,flowingfoam,0.002345852648943183
22852,voodoo,0.002345852648943183
21634,tragedies,0.002345852648943183
1579,applause,0.002345852648943183
19273,smartits,0.002345852648943183
22073,unbelievably,0.0023441282182825565
21419,tiresome,0.002322285557767569
18055,saber,0.0023077403857232268
17345,repeater,0.0023077403857232268
19137,skywalkers,0.0023077403857232268
16105,precariously,0.0023077403857232268
6333,doublebladed,0.0023077403857232268
2958,bowcaster,0.0023077403857232268
6634,dysfunctional,0.002304825876134026
6646,ear,0.0022921725897624688
5193,crossings,0.0022823067573232336
16636,quan,0.0022673803932417988
17636,rewrites,0.0022313274591622316
18685,shapes,0.0022313274591622316
22891,waited,0.0022313274591622316
6160,distinguish,0.0022227793081024873
22059,unaffected,0.0022227793081024873
2069,awfully,0.0022227793081024873
6709,echo,0.0022227793081024873
4826,cookie,0.0022227793081024873
19988,steel,0.002221893934427433
17901,ross,0.0022200195298142603
5949,diehards,0.0022200195298142603
16221,prevailed,0.0022200195298142603
10092,hiring,0.0022200195298142603
15371,perfectly,0.0022062862007676655
20177,strengths,0.0021631022994526715
18092,sagaformat,0.0021570736456790565
22359,upc023272324353,0.0021570736456790565
15245,pathsthe,0.0021570736456790565
14229,no32435,0.0021570736456790565
19168,slayed,0.0021439519961390712
19034,sins,0.0021439519961390712
1931,attica,0.0021439519961390712
7035,enix,0.0021333883490914744
21072,thedragon,0.0021005516142110388
23396,withspyro,0.0021005516142110388
10098,hissignature,0.0021005516142110388
21150,thescavengerhunt,0.0021005516142110388
23683,yeti,0.0021005516142110388
354,2and,0.0021005516142110388
21097,thekangaroo,0.0021005516142110388
19472,sorceressand,0.0021005516142110388
660,9the,0.0021005516142110388
3322,byrd,0.0021005516142110388
1407,andseveral,0.0021005516142110388
1412,andspeedboats,0.0021005516142110388
16703,rabbithole,0.0021005516142110388
973,adventured,0.0021005516142110388
10673,includingboxing,0.0021005516142110388
13669,movesas,0.0021005516142110388
20102,storylines,0.002089766409680863
7566,eyebrow,0.0020758590784369377
20471,supplementary,0.002057153843514147
13432,modem,0.002054109187422532
2507,bentley,0.0019878764152809064
3383,caliburs,0.0019511563880447028
4480,comparable,0.0019410892972652567
6949,endear,0.0019410892972652567
14516,occurring,0.0019410892972652567
234,1994,0.0019410892972652567
14905,outjeff,0.0019410892972652567
701,abridged,0.0019410892972652567
9868,heihachiheaded,0.0019410892972652567
12080,lensflare,0.0019410892972652567
18374,screenshot,0.0019410892972652567
13113,mesh,0.0019410892972652567
6365,downright,0.0019410892972652567
9068,globes,0.0019410892972652567
19772,springing,0.0019410892972652567
10174,homecoming,0.0019410892972652567
9055,glimmer,0.0019410892972652567
19949,stationary,0.0019410892972652567
5562,decidedly,0.0019410892972652567
19477,sore,0.0019410892972652567
22820,vocoder,0.0019410892972652567
23100,weather,0.0019376206603376042
9138,gokarts,0.0019277726001214327
15909,police,0.00191251260957949
20998,terrorists,0.0019036639831785248
7481,exploration,0.0018826993301771689
7803,faxmodem,0.0018722338601888885
14092,netsurfer,0.0018722338601888885
6840,elissa,0.0018722338601888885
17594,revert,0.0018722338601888885
11922,lasek,0.0018722338601888885
11061,internetcapable,0.0018722338601888885
11792,krsone,0.0018722338601888885
6530,dsb650tx,0.0018722338601888885
22709,videotapes,0.0018722338601888885
18067,sacrificed,0.0018722338601888885
6220,dlink,0.0018722338601888885
884,adapters,0.0018722338601888885
353,2985l,0.0018722338601888885
7576,eznetusb,0.0018722338601888885
16816,ramones,0.0018722338601888885
14401,nub100,0.0018722338601888885
19394,sohoware,0.0018722338601888885
7558,extremesports,0.0018722338601888885
21515,topshelf,0.0018722338601888885
12750,manuala,0.0018722338601888885
7253,etherfast,0.0018722338601888885
7254,ethernet,0.0018722338601888885
13633,motorhead,0.0018722338601888885
22444,usb5601201cw,0.0018722338601888885
22443,usb100tx,0.0018722338601888885
3186,bucky,0.0018722338601888885
17837,rodney,0.0018722338601888885
852,actiontec,0.0018722338601888885
12118,levelspecific,0.0018722338601888885
13732,mullen,0.0018722338601888885
19282,smc,0.0018722338601888885
13824,muska,0.0018722338601888885
313,2102,0.0018722338601888885
19983,steamer,0.0018722338601888885
11635,keyboards,0.0018722338601888885
13781,multitech,0.0018722338601888885
14981,overshadow,0.0018722338601888885
14459,objectivefilled,0.0018722338601888885
14211,nmt00700,0.0018722338601888885
13708,mt5634zba,0.0018722338601888885
6503,dropindropout,0.0018423814749586674
19241,slowpaced,0.0018390843402073785
13413,moaned,0.0018390843402073785
6550,ducking,0.0018390843402073785
19776,sprints,0.0018390843402073785
19244,slowwitted,0.0018390843402073785
6456,dressers,0.0018390843402073785
4942,counteract,0.0018390843402073785
2489,belting,0.0018390843402073785
13238,milestones,0.0018390843402073785
5060,cratersized,0.0018390843402073785
12606,maderated,0.0018390843402073785
13192,middleaged,0.0018390843402073785
23047,wayconcepta,0.0018390843402073785
12621,maggotinfested,0.0018390843402073785
4233,clumsily,0.0018390843402073785
5168,criticized,0.0018390843402073785
11503,jumpoutofyourseat,0.0018390843402073785
9100,gnawing,0.0018390843402073785
22155,unearthed,0.0018390843402073785
1022,affectionately,0.0018390843402073785
11728,kneedeep,0.0018390843402073785
9968,hickeys,0.0018390843402073785
2367,beady,0.0018390843402073785
10675,incoherently,0.0018390843402073785
7090,entertainmenthard,0.0018390843402073785
2715,blindly,0.0018390843402073785
18879,shuffled,0.0018390843402073785
9511,gushing,0.0018390843402073785
9330,greenhorn,0.0018390843402073785
2752,bloodier,0.0018390843402073785
9799,headshot,0.0018390843402073785
20181,stressinducing,0.0018390843402073785
2758,bloodsoaked,0.0018390843402073785
18898,sickening,0.0018390843402073785
15599,pins,0.00183696790415134
14257,nobrainer,0.001807158115052562
14630,ollie,0.0017718059885206204
2486,belongs,0.0017573655164411974
22846,volleyball,0.0017573655164411974
12145,libraryespecially,0.0017573655164411974
7156,epilogue,0.0017573655164411974
2238,bargainbasement,0.0017573655164411974
7157,epilogues,0.0017573655164411974
13153,mettekken,0.0017573655164411974
3969,chock,0.0017573655164411974
6955,endeavors,0.0017573655164411974
9163,goodiesmost,0.0017573655164411974
7682,familiarity,0.0017404345246209158
9258,graphicsa,0.0017404345246209158
20501,surpasses,0.0017404345246209158
18246,scare,0.0017404345246209158
5072,crazed,0.0017404345246209158
10311,housewife,0.0017404345246209158
6187,ditching,0.0017270255807218388
22498,vacant,0.0017270255807218388
3488,captivea,0.0017270255807218388
16599,puzzler,0.0017270255807218388
20416,sunsoaked,0.0017165759143370157
10081,hippest,0.0017165759143370157
18790,shoe,0.0017165759143370157
4502,competitionlet,0.0017165759143370157
2660,blacktop,0.0017165759143370157
13137,meterwhich,0.0017165759143370157
18294,schoolin,0.0017165759143370157
10368,humiliate,0.0017165759143370157
17972,rucker,0.0017165759143370157
14586,offthebackboard,0.0017165759143370157
7718,fantasyland,0.001698728797081669
12115,levelsand,0.001698728797081669
6150,dissuade,0.001698728797081669
14432,nutshell,0.0016730148839618798
6019,dips,0.0016730148839618798
14626,oldthis,0.0016730148839618798
21949,twirl,0.0016730148839618798
14462,objectivesand,0.0016730148839618798
18359,scraped,0.0016730148839618798
14870,ouch,0.0016730148839618798
5607,deepens,0.0016730148839618798
5793,describes,0.0016730148839618798
20780,tapes,0.0016730148839618798
19077,skaterwhich,0.0016730148839618798
12793,mariothemed,0.0016432728025667104
17975,rudimentary,0.0016343868127950394
10622,imprisonment,0.0016343868127950394
4817,conveying,0.0016343868127950394
2356,bball,0.0016244976570564346
18298,schoolyard,0.0016244976570564346
17591,reversal,0.001622537251310134
5095,createasuperstar,0.001622537251310134
9283,grapples,0.001622537251310134
19941,stategic,0.001622537251310134
20314,submit,0.001622537251310134
12347,locationspecific,0.001622537251310134
19998,steiner,0.001622537251310134
12053,legs,0.001622537251310134
20007,stephanie,0.001622537251310134
18705,shawn,0.001622537251310134
3780,challengingbut,0.0015991849748881622
16068,powering,0.0015991849748881622
3019,bravado,0.0015991849748881622
16450,prudence,0.0015991849748881622
6505,dropout,0.0015991849748881622
15065,pageturner,0.0015991849748881622
15590,pineapple,0.0015991849748881622
8562,frustratinglevels,0.0015991849748881622
5871,determining,0.0015832731567880095
6934,encompassing,0.001570504709821401
6984,enemiesview,0.001570504709821401
11573,kashyyyk,0.001570504709821401
1596,apprenticeview,0.001570504709821401
9725,hasbro,0.001570504709821401
16499,publishing,0.001570504709821401
16898,raxus,0.001570504709821401
7617,facilitythe,0.001570504709821401
885,adapting,0.001570504709821401
22036,ultradestructive,0.001570504709821401
8300,forcesensitive,0.001570504709821401
5834,destinyjoin,0.001570504709821401
12795,maris,0.001570504709821401
1595,apprenticeunleash,0.001570504709821401
6179,districtthe,0.001570504709821401
16374,promotional,0.001570504709821401
4397,combosexamples,0.001570504709821401
18703,shatters,0.001570504709821401
17403,repulse,0.001570504709821401
17196,reimagines,0.001570504709821401
22245,unleashedthe,0.001570504709821401
22246,unleashedwith,0.001570504709821401
551,66,0.001570504709821401
2577,biggestever,0.001570504709821401
11900,largeras,0.001570504709821401
2442,behavioralsimulation,0.001570504709821401
12104,letterman,0.001570504709821401
22507,vadervisit,0.001570504709821401
11899,largerartwork,0.001570504709821401
16017,possiblethe,0.001570504709821401
18925,sideyou,0.001570504709821401
16196,presidio,0.001570504709821401
8192,floral,0.001570504709821401
7884,felucians,0.001570504709821401
2852,bombin,0.001570504709821401
16204,pressmeet,0.001570504709821401
7834,featuresduring,0.001570504709821401
21366,timegame,0.001570504709821401
11915,largeruse,0.001570504709821401
19439,somewhat,0.0015667485368178213
23565,written,0.0015182166449893763
10163,hollywoods,0.0015134036083264343
2792,blurry,0.0015134036083264343
15083,paired,0.001486261726292423
10493,iiis,0.001486261726292423
15689,planetside,0.0014849959837525545
9183,gosh,0.0014849959837525545
19348,snowcapped,0.0014849959837525545
21743,trench,0.0014849959837525545
14307,nonsense,0.0014849959837525545
20222,structurally,0.0014849959837525545
13888,n64an,0.0014849959837525545
9277,graphicsthey,0.0014849959837525545
23511,worship,0.0014849959837525545
3464,capcoms,0.0014610142262732285
11570,kartracing,0.0014242580905097625
2941,bouillabaisse,0.0013454423433423913
19564,spain,0.0013454423433423913
16507,puffs,0.0013454423433423913
12692,mamas,0.0013454423433423913
16502,pudding,0.0013454423433423913
22414,upright,0.0013454423433423913
3133,bronze,0.0013454423433423913
22477,utensil,0.0013454423433423913
18435,seasonings,0.0013454423433423913
22478,utensils,0.0013454423433423913
12073,lengthwise,0.0013454423433423913
9290,grate,0.0013454423433423913
3265,burner,0.0013454423433423913
8565,fry,0.0013454423433423913
21775,triforce,0.0013451726315757944
18847,shoves,0.0013451726315757944
23793,zeldaesque,0.0013451726315757944
1830,assistant,0.0013451726315757944
10891,inkling,0.0013451726315757944
8706,galloping,0.0013451726315757944
21518,torches,0.0013451726315757944
8583,fulfillment,0.0013451726315757944
18015,rupees,0.0013451726315757944
16359,projectileweapon,0.0013451726315757944
241,1998s,0.0013451726315757944
5308,customers,0.001341918271032096
6114,dismayed,0.0013360577280919419
13974,navigates,0.0013360577280919419
4422,commandeering,0.0013360577280919419
7866,feelings,0.0013360577280919419
13746,multieye,0.0013360577280919419
19088,skidd,0.0013360577280919419
19196,slider,0.0013360577280919419
21969,twosome,0.0013360577280919419
12958,mcmarxx,0.0013360577280919419
10319,hovership,0.0013360577280919419
14817,organics,0.0013360577280919419
14301,nonplayable,0.0013360577280919419
10315,hoverboarding,0.0013360577280919419
9878,helga,0.0013360577280919419
6945,encrypt,0.0013360577280919419
20885,technogeek,0.0013360577280919419
16371,promote,0.0013360577280919419
18478,seductress,0.0013360577280919419
2050,awakens,0.0013119043997450903
6051,disappointed,0.0013022368564262455
12846,mash,0.0012732719347769942
7920,fewest,0.0012732719347769942
5023,crab,0.0012732719347769942
7112,entirety,0.0012730165751227897
10972,instructed,0.0012643906613941565
8359,forthcoming,0.0012643906613941565
19143,slacker,0.0012643906613941565
22445,usbcameraenabled,0.0012376300885611612
12187,lightcolored,0.0012376300885611612
6795,elbows,0.0012376300885611612
20440,superimposes,0.0012376300885611612
572,72inch,0.0012376300885611612
19047,situated,0.0012376300885611612
9770,hazard,0.0012376300885611612
6069,discbut,0.0012376300885611612
538,60watt,0.0012376300885611612
18976,simplejust,0.0012376300885611612
18456,secondseven,0.0012376300885611612
15243,pathologically,0.0012376300885611612
17077,redecorating,0.0012376300885611612
3216,bulb,0.0012376300885611612
21114,themeyour,0.0012376300885611612
10085,hips,0.0012376300885611612
22513,vain,0.0012376300885611612
